레시피 코드,재료명,재료용량
446,멸치,10마리
446,멸치액젓,3/4컵
446,설탕,1컵
446,대파,30g
445,멸치,한줌
445,다시마,1장
445,표고버섯,1장
445,애호박,1/4개
445,청고추,1개
445,홍고추,1/2개
445,두부,1/2모
445,콩된장,50g
445,고춧가루,1작은술
445,다진마늘,1작은술
445,대파,1/2뿌리
445,참기름,약간
444,근대,200g
444,소고기,30g
444,다진마늘,1큰술
444,멸치,한줌
444,고춧가루,1작은술
444,된장,1작은술
444,고추장,1/2큰술
444,대파,1/4뿌리
443,고구마,2개
443,설탕시럽,1/2컵
443,식용유,적당량
443,호박씨,10g
443,건포도,10g
442,메주콩,5되
442,멥쌀,5되
442,엿기름,1컵
442,고춧가루,4되
442,소금,4되
442,찹쌀가루,4되
441,소금,1kg
441,메주,4덩어리
440,메주콩,반말
440,소금,2kg
440,숯,2덩이
440,건고추,5개
440,물,25L
439,물,1컵
439,설탕,15g
439,양파,70g
439,마늘,30g
439,생강,10g
439,미나리,70g
439,정종,1큰술
439,열무,250g
439,얼갈이배추,250g
439,굵은소금,10g
439,청고추,25g
439,홍고추,25g
439,쪽파,15g
439,물,7컵
439,꽃소금,20~25g
439,밀가루,2큰술
438,깻잎,20장
438,간장,1큰술
438,물,1큰술
438,들기름,1큰술
438,청고추,1/2개
438,홍고추,1/2개
438,조청,약간
437,쌀국수,70g
437,통계피,1토막
437,대파,1뿌리
437,쇠고기,30g
437,청고추,1개
437,피쉬소스,1큰술
437,고수잎,약간
437,소금,약간
437,한우뼈,400g
437,소꼬리,2토막
437,양파,1개
437,생강,2개
437,팔각,1개
437,정향,3개
437,숙주나물,70g
436,우동면,150g
436,양파,1/4개
436,청고추,1/2개
436,홍고추,1/2개
436,다진마늘,1작은술
436,버터,10g
436,숙주나물,30g
436,굴소스,1큰술
436,간장,1큰술
436,맛술,1큰술
436,간생강,1작은술
435,수삼,1뿌리
435,크림치즈,3큰술
435,양상추,3잎
435,마요네즈,3큰술
435,적채,약간
435,치커리,50g
435,래디쉬,2개
434,햄,10g
434,양파,1/4개
434,청피망,1/2개
434,홍피망,1/2개
434,후춧가루,약간
434,치즈,2장
434,파슬리가루,적당량
434,소금,약간
434,밥,1공기
433,잔멸치,50g
433,간장,2큰술
433,설탕,1큰술
433,밥,2공기
433,깨소금,약간
433,치즈,8장
433,식용유,약간
432,새우,5마리
432,석이버섯,10g
432,팽이버섯,30g
432,오이,1/3개
432,당근,50g
432,양상추,50g
432,소금,1작은술
432,무순,30g
432,배,1/4개
432,겨자,1큰술
432,식초,2큰술
432,설탕,1큰술
432,부추,50g
431,갈치,4토막
431,물엿,2큰술
431,애호박,1/2개
431,당근,1/4개
431,대파,1개
431,양파,1/2개
431,홍고추,1개
431,청고추,1개
431,고춧가루,2큰술
431,고춧가루,1큰술
431,설탕,1큰술
431,다진생강,2작은술
431,다진마늘,1큰술
431,정종,1큰술
431,된장,2작은술
431,후춧가루,약간
431,소금,약간
431,간장,2큰술
431,무,1/3개
430,갈치,1마리
430,소금,1작은술
430,밀가루,2큰술
430,레몬,1개
430,후춧가루,1작은술
429,고등어,1마리
429,소금,약간
429,애호박,1/2개
429,당근,1/4개
429,대파,1개
429,양파,1/2개
429,홍고추,2개
429,풋고추,2개
429,팽이버섯,1/2팩
429,간장,2큰술
429,고춧가루,2큰술
429,고춧가루,1큰술
429,설탕,1큰술
429,물엿,2큰술
429,생강,2작은술
429,마늘,1큰술
429,정종,1큰술
429,된장,2큰술
429,후춧가루,약간
429,무,1/3개
428,정종,2큰술
428,청고추,2개
428,마늘,5쪽
428,참기름,2작은술
428,깨소금,1큰술
428,물엿,2큰술
428,고등어,1/2마리
428,간장,3큰술
428,고춧가루,2큰술
428,고춧가루,1큰술
428,대파,1개
428,양파,1개
428,실파,3개
428,홍고추,2개
428,생강,1개
427,애호박,60g
427,고추장,약간
427,도라지,60g
427,숙주,60g
427,시금치,60g
427,고사리,60g
427,상추,6잎
427,육회,60g
427,계란,2개(후라이)
427,다진대파,약간
427,다진마늘,약간
427,깨소금,약간
427,후춧가루,약간
427,참기름,약간
427,설탕,약간
427,취나물,60g
426,쇠고기,150g
426,멸치육수,1컵
426,당근,1/4개
426,양파,1/2개
426,홍고추,1개
426,콩나물,50g
426,애호박,1/3개
426,팽이버섯,약간
426,쑥갓,약간
426,간장,2큰술
426,설탕,1큰술
426,다진대파,약간
426,다진마늘,약간
426,고춧가루,2큰술
426,고추장,1큰술
426,생강즙,약간
426,깨소금,약간
426,후춧가루,약간
426,낙지,2마리
425,무말랭이,2컵
425,다진대파,1큰술
425,다진마늘,1큰술
425,간장,1큰술
425,설탕,2큰술
425,깨소금,1큰술
425,멸치액젓,1큰술
425,고춧가루,1/2큰술
425,고추장,1큰술
424,쌈다시마,8장
424,오징어,1마리
424,게맛살,2줄
424,오이,1개
424,파프리카,1/2개
424,초고추장,약간
424,홍피망,1/2개
423,고춧가루,1/2큰술
423,정종,2큰술
423,설탕,2큰술
423,다시물,1/2컵
423,우엉,100g
423,돼지고기,100g
423,간장,3큰술
423,생강즙,약간
422,상추,4장
422,밥,1그릇
422,다짐육 소고기,100g
422,양파,1/2개(다진)
422,간장,1큰술
422,고추장,약간
422,파,약간(다진)
422,다진마늘,약간
422,깨소금,약간
422,참기름,약간
422,설탕,1/2큰술
421,양파,2개
421,다짐육 소고기,50g
421,두부,1/4모
421,다진대파,1작은술
421,다진마늘,1작은술
421,홍고추,1/2개
421,소금,약간
421,참기름,약간
421,후춧가루,약간
421,밀가루,약간
421,계란,1개
421,깨소금,약간
420,봄동,100g
420,영양부추,1/4단
420,고춧가루,3큰술
420,까나리액젓,2큰술
420,깨소금,약간
420,다진마늘,1작은술
420,다진대파,1큰술
420,다진생강,1/2작은술
420,참기름,약간
420,새우젓,1/2큰술
419,멸치육수,2컵
419,콩나물,50g
419,다진마늘,약간
419,다진대파,약간
419,홍고추,1/2개
419,국간장,약간
419,소금,약간
419,후춧가루,약간
419,북어,30g
418,통마늘,20쪽
418,식초,적당량
418,설탕,1/3컵
418,식초,1/2컵
418,진간장,5컵
418,설탕,1/2컵
418,멸치,1/2컵
417,대구살,200g
417,계란,1개
417,쑥갓,약간
417,식용유,적당량
417,후춧가루,약간
417,밀가루,약간
417,소금,약간
416,마늘,3쪽
416,배추,100g
416,파슬리,약간
416,양념,레시피참조
416,생굴,300g
416,배,약간
416,오이,반개
416,청고추,2개
416,홍고추,2개
416,실파,30g
416,생밤,4개
415,고등어,1마리
415,생강,1큰술
415,피망,1/2쪽
415,양파,1/2개
415,실파,3쪽
415,마늘,1쪽
415,멸치육수,1/2컵
415,설탕,11/2큰술
415,녹말가루,1큰술
415,간장,1/2큰술
415,토마토케찹,4큰술
414,쇠고기,100g
414,양파,1/2개
414,대파,1뿌리
414,표고버섯,1개
414,다진마늘,약간
414,간장,2큰술
414,밥,1공기
414,설탕,2/3큰술
414,소금,약간
414,참기름,약간
414,후춧가루,약간
414,깨소금,약간
414,맛술,1큰술
413,브로콜리,5개
413,베이컨,5장
413,채소,적당량
413,머스타드,약간
413,토마토케찹,약간
412,생대구,1/2마리
412,다시마,약간
412,가쓰오부시,약간
412,미나리,10g
412,청고추,1/2개
412,홍고추,1/2개
412,마늘,5쪽
412,소금,약간
412,팽이버섯,1/4봉
412,두부,1/4모
411,닭고기,500g
411,마늘,4쪽
411,대파,1뿌리
411,생강,1톨
411,미역,10g
411,밀가루,1컵
411,깨소금,약간
411,후춧가루,약간
411,국간장,2큰술
411,설탕,1작은술
411,다진대파,1/2큰술
411,다진마늘,약간
411,소금,약간
410,설탕,1/2컵
410,계피가루,1/2큰술
410,양파,5개
410,만두피,30장
410,식용유,적당량
410,물,1/2컵
409,닭,300g
409,간장,3큰술
409,계란,1/2개
409,녹말가루,4큰술
409,튀김가루,1큰술
409,마늘,1쪽
409,참기름,약간
409,건고추,2개
409,표고버섯,1개
409,피망,1/2개
409,고춧기름,3큰술
409,청주,2큰술
409,멸치육수,2/3컵
409,대파,1뿌리
408,단호박,1/2개
408,황설탕,1큰술
408,후춧가루,약간
408,소금,약간
408,버터,약간
407,돼지고기,200g
407,고추장,2큰술
407,고춧가루,2큰술
407,간장,1/2큰술
407,미림,25g
407,후춧가루,약간
407,다진마늘,약간
407,설탕,1/2큰술
407,물엿,1작은술
407,깨소금,약간
407,참기름,약간
407,다진대파,약간
406,녹두,1컵
406,쌀,2컵
406,설탕,약간
406,소금,약간
406,물,14컵
405,꽃게,3마리
405,간장,2컵
405,물,1컵
405,생강,1개
405,마늘,12쪽
405,청고추,4개
405,설탕,1큰술
405,채썬마늘,4큰술
405,채썬생강,2큰술
405,고춧가루,1큰술
405,참기름,1큰술
405,깨소금,약간
405,다진대파,4큰술
404,맛조개,6개
404,새우,3마리
404,당근,15g
404,팽이버섯,20g
404,표고버섯,1개
404,미나리,10g
404,곤약,15g
404,다시마,약간
404,가쓰오부시,약간
404,소금,약간
404,청주,약간
404,폰즈소스,약간
404,와사비,약간
404,깨소스,약간
404,낙지,12g
403,밀가루,1컵
403,쇠고기,200g
403,간장,2큰술
403,설탕,2큰술
403,참기름,약간
403,깨소금,약간
403,토마토케찹,2큰술
403,양파,1/2개
403,튀김기름,적당량
403,계란,1개
403,치자,약간
403,마늘,1쪽
403,피망,20g
403,후춧가루,약간
402,라면,1개
402,겨자,1/2큰술
402,계란,1개
402,꽃상추,3장
402,깻잎,5장
402,치커리,약간
402,양파,1/2개
402,고추장,1큰술
402,간장,1/2큰술
402,식초,1큰술
402,설탕,1큰술
402,깨소금,약간
402,후춧가루,약간
402,마늘,약간
402,쇠고기,100g
401,부추,1/4단
401,돼지고기,100g
401,양파,1개
401,청고추,1개
401,다진마늘,1큰술
401,홍고추,1개
401,굴소스,1과1/2큰술
401,소금,약간
401,참기름,약간
401,깨소금,약간
401,식용유,약간
401,다진생강,1작은술
400,오징어,1마리
400,양파,1/2개
400,홍고추,1/2개
400,양배추,1/4통
400,당근,20g
400,고추장,1큰술
400,참기름,약간
400,간장,1큰술
400,설탕,2/3큰술
400,다진대파,약간
400,다진마늘,약간
400,깨소금,약간
400,후춧가루,약간
400,고춧가루,1큰술
399,배추김치,1/4포기
399,참치,1캔
399,양파,1/2개
399,대파,1뿌리
399,홍고추,1/2개
399,청고추,1/2개
399,두부,1/4모
399,고춧가루,1작은술
399,소금,약간
399,참기름,약간
399,팽이버섯,1/2봉지
398,바게트,6쪽
398,훈제연어,6쪽
398,상추,6장
398,사워크림,약간
398,땅콩버터,약간
398,체리,약간
398,머스터드,약간
397,가래떡,250g
397,쇠고기,100g
397,마늘,1쪽
397,브로콜리,40g
397,고추장,2큰술
397,참기름,약간
397,설탕,1큰술
397,간장,1/2큰술
397,후춧가루,약간
397,깨소금,약간
397,물,1/2컵
397,고춧가루,1/2작은술
396,오징어,1마리
396,맛술,약간
396,모시조개,5개
396,배추김치,30g
396,대파,15g
396,홍고추,1/2개
396,쑥갓,약간
396,다진마늘,약간
396,생강,약간
396,간장,1큰술
396,고춧가루,1큰술
396,소금,약간
396,후춧가루,약간
396,청고추,1개
396,양파,1개
396,호박,1개
396,다진대파,약간
396,두부,1/2모
395,어묵,100g
395,양파,1/4쪽
395,피망,1/4쪽
395,마늘,2쪽
395,고춧가루,1큰술
395,배추김치,50g
395,설탕,1/2큰술
395,참기름,약간
395,깨소금,약간
395,식용유,약간
395,간장,1/2큰술
394,닭,50g
394,해파리,60g
394,오이,1/2개
394,홍고추,1/2개
394,레몬,1/6쪽
394,청고추,1/2개
394,참기름,1작은술
394,간장,1작은술
394,설탕,2큰술
394,꿀,2큰술
394,소금,약간
394,식초,4큰술
393,골뱅이,1개
393,표고버섯,2개
393,양파,1개
393,청피망,1/4개
393,홍피망,1/4개
393,마늘,2쪽
393,대파,약간
393,진간장,1큰술
393,깨소금,약간
393,참기름,약간
393,설탕,약간
393,녹말가루,2큰술
392,가지,1개
392,참기름,약간
392,소금,약간
392,간장,약간
392,설탕,약간
392,맛술,약간
392,깨소금,약간
392,머스터드,1/2큰술
392,마요네즈,2큰술
392,설탕,1/4큰술
392,밀가루,6큰술
392,계란,1개
392,빵가루,약간
392,후춧가루,약간
392,돼지고기,150g
391,배추김치,1/4포기
391,홍합,1/2컵
391,멸치,10마리
391,물,6컵
391,대파,1뿌리
391,마늘,약간
391,고춧가루,1/2큰술
391,소금,약간
391,홍고추,1개
390,마늘,5쪽
390,대파,10g
390,고추기름,1큰술
390,간장,2큰술
390,청주,1큰술
390,멸치육수,2/3컵
390,녹말가루,1큰술
390,참기름,1큰술
390,홍고추,1개
390,계란,1개
390,다진대파,약간
390,소금,약간
390,돼지고기,300g
390,표고버섯,2개
390,피망,1/2개
390,생강즙,약간
389,참치,1/2캔
389,양파,15g
389,당근,10g
389,오이,20g
389,양상추,40g
389,적채,10g
389,설탕,1/4큰술
389,소금,약간
389,머스터드,약간
389,토마토케찹,약간
389,마요네즈,2큰술
388,조기,1마리
388,홍고추,2개
388,감자,1개
388,양파,1/2개
388,물,1컵
388,청고추,2개
388,대파,1뿌리
388,마늘,5쪽
388,고추장,3큰술
388,고춧가루,1큰술
388,참기름,1큰술
388,생강즙,1작은술
388,소금,약간
388,후춧가루,약간
388,무,150g
387,밀가루,1컵
387,설탕,약간
387,계란,2개
387,실파,1컵
387,쇠고기,100g
387,생굴,50g
387,홍합,100g
387,조갯살,100g
387,잔새우,100g
387,다진마늘,1큰술
387,식용유,약간
387,다진대파,1큰술
387,소금,약간
387,후춧가루,약간
387,깨소금,약간
387,참기름,약간
387,고춧가루,약간
387,식초,약간
387,쌀가루,3큰술
386,표고버섯,20g
386,느타리버섯,30g
386,송이버섯,30g
386,양파,30g
386,감자,30g
386,호박,20g
386,후춧가루,약간
386,쇠고기,30g
386,칼국수,50g
386,국간장,3큰술
386,고춧가루,5큰술
386,마늘,1큰술
386,소금,약간
386,쑥갓,10g
385,다진대파,2작은술
385,우묵,100g
385,오이,1/4토막
385,다시마,1장
385,멸치,5개
385,다진마늘,1작은술
385,참기름,약간
385,깨소금,약간
385,고춧가루,약간
385,설탕,1작은술
385,간장,3큰술
384,흰콩,2컵
384,소금,약간
384,간수,5큰술
384,물,3컵
383,밥,3공기
383,참기름,약간
383,돼지고기,200g
383,청고추,1개
383,대파,1뿌리
383,다진마늘,약간
383,다진생강,약간
383,두반장,2큰술
383,고추기름,1큰술
383,간장,2큰술
383,맛술,1큰술
383,녹말가루,2큰술
383,설탕,약간
383,홍고추,1개
383,두부,1모
382,쌀,2컵
382,물,2컵
382,대추,6알
382,소금,약간
382,은행,6알
382,느타리버섯,60g
382,스위트콘,1캔
382,밤,3톨
381,오징어,1마리
381,돼지고기,200g
381,스위트콘,1/2캔
381,양파,1개
381,실파,3뿌리
381,고추장,5큰술
381,홍고추,1/2개
381,설탕,1큰술
381,다진마늘,약간
381,다진생강,약간
381,물엿,3큰술
381,참기름,약간
381,청고추,1/2개
381,미림,1큰술
380,우동면,1개
380,후춧가루,약간
380,핫소스,2큰술
380,간장,2큰술
380,청주,3큰술
380,참기름,2큰술
380,양배추,20g
380,양파,1/4개
380,숙주나물,10g
380,표고버섯,1개
380,피망,1/2개
380,팽이버섯,1/2개
380,마늘,1개
380,햄,70g
380,죽순,약간
380,대파,약간
380,식용유,약간
380,토마토케찹,2큰술
380,설탕,2작은술
380,굴소스,2큰술
379,돼지고기,200g
379,마늘,3쪽
379,우유,1/2컵
379,빵가루,1/2컵
379,계란,1개
379,정종,1큰술
379,샐러리,1대
379,돈까스소스,500g
379,우스터소스,800g
379,토마토케찹,450g
379,버터,2큰술
379,꿀,5큰술
379,미림,3큰술
379,사과,1개
379,양파,1개
379,바나나,2개
379,타바스코,2큰술
379,겨자,4작은술
379,밥,1공기
379,밀가루,1/2컵
378,오징어,1/2마리
378,바질,약간
378,홍합,6개
378,모시조개,4개
378,동태살,10g
378,꼴뚜기,3마리
378,마늘,3쪽
378,양파,1/2개
378,당근,1/8개
378,샐러리,약간
378,스파게티면,150g
378,토마토,1개
378,토마토페이스트,4큰술
378,멸치육수,200cc
378,월계수잎,1개
378,소금,약간
378,후춧가루,약간
378,올리브오일,약간
378,파마산치즈,약간
378,새우,4마리
377,장어,20g
377,계란,5개
377,소금,약간
377,식용유,약간
377,미림,약간
377,다시마,약간
377,설탕,약간
376,장어,1/2마리
376,초생강,20g
376,산초가루,약간
376,밥,1공기
376,장어뼈,약간
376,진간장,3큰술
376,정종,5큰술
376,설탕,2큰술
376,미림,2큰술
376,장어대리,3큰술
375,감자,1개
375,참기름,약간
375,부추,약간
375,밀가루,1/3컵
375,물,약간
375,소금,약간
375,식용유,약간
375,깻잎,6장
375,쇠고기,40g
375,두부,20g
375,표고버섯,1/4개
375,계란,1개
375,간장,2큰술
375,설탕,1큰술
375,다진대파,1큰술
375,다진마늘,1작은술
375,양파,1개
374,해초,60g
374,미역,30g
374,오징어,1/4마리
374,새우,2마리
374,간장,2큰술
374,식용유,반컵
374,신백후추,약간
374,양파,1/4개
374,당근,1/4개
374,사과,1/4개
374,마늘,1작은술
374,레몬,약간
374,식초,2큰술
373,꽃게,2마리
373,청고추,1개
373,맛살조개,40g
373,오징어,1/2마리
373,애호박,1/2개
373,무,1/4개
373,팽이버섯,1/2봉
373,홍고추,1개
373,대파,1/2뿌리
373,고추장,2큰술
373,고춧가루,2큰술
373,마늘,1/2큰술
373,국간장,1큰술
373,생강,1/2작은술
373,소금,약간
373,후춧가루,약간
373,바지락,30g
372,쇠고기,30g
372,느타리버섯,15g
372,표고버섯,15g
372,팽이버섯,15g
372,계란,1개
372,멸치다시마육수,5큰술
372,간장,약간
372,설탕,약간
372,미림,약간
372,실파,1뿌리
371,김,1/2장
371,와사비,약간
371,대파,약간
371,설탕,40g
371,조미술,1컵
371,가쓰오부시장국,7컵
371,메밀국수,150g
371,진간장,1컵
370,쇠고기,250g
370,배추,50g
370,당근,20g
370,무,20g
370,팽이버섯,20g
370,표고버섯,1개
370,쑥갓,약간
370,다시마,20g
370,국물용멸치,20g
370,대파,1/3뿌리
370,가래떡,20g
370,죽순,30g
370,두부,1/8모
369,비프스톡,3컵
369,토마토페이스트,1과1/2큰술
369,버터,1/2큰술
369,당근,1/4개
369,파슬리가루,약간
369,샐러리,1/3대
369,피망,1개
369,무,20g
369,양파,1/2개
368,게살,20g
368,새우,10g
368,두부,50g
368,흰살생선,20g
368,오징어,20g
368,미원,약간
368,멸치육수,120g
368,계란,1개
368,소금,약간
368,정종,약간
368,참기름,약간
368,전분,30g
367,새우,12마리
367,참기름,1작은술
367,계란,1개
367,식용유,약간
367,양파,1/2개
367,마늘,1쪽
367,청고추,1개
367,홍고추,1개
367,대파,1/2뿌리
367,생강,1쪽
367,간장,1큰술
367,식초,1큰술
367,멸치육수,1큰술
367,후춧가루,약간
367,녹말,1/2컵
366,연어알,60g
366,밥,2공기
366,와사비,약간
366,소금,1/4큰술
366,식초,1과1/2큰술
366,설탕,2/3큰술
366,김,2장
365,미나리,6줄기
365,팽이버섯,30g
365,계란,2개
365,가쓰오부시장국,14큰술
365,미림,2작은술
365,설탕,2큰술
365,밥,2공기
365,쇠고기,60g
365,양파,1/2개
365,간장,4큰술
364,콩나물,40g
364,미나리,3줄기
364,고춧가루,1큰술
364,다진마늘,약간
364,참기름,약간
364,깨소금,약간
364,다진대파,약간
364,소금,약간
363,냉동만두,1/2봉지
363,양상추,3잎
363,오이,1/3개
363,양파,1/2개
363,마요네즈,1큰술
363,토마토,1개
363,머스터드,2큰술
363,꿀,1큰술
363,식초,1/2큰술
363,올리브,5개
362,찹쌀가루,160g
362,소금,약간
362,대추,2알
362,물,3큰술
362,식용유,적당량
362,설탕,3큰술
362,쑥갓,약간
361,무,1개
361,미나리,10줄기
361,배,1개
361,식초,1큰술
361,생강,약간
361,소금,1큰술
361,설탕,1큰술
361,당근,1/4개
360,찹쌀,40g
360,팥,20g
360,수수,30g
360,쌀,40g
360,쇠고기,20g
360,김,1장
360,콩,30g
360,간장,약간
360,참기름,약간
360,후춧가루,약간
360,깨소금,약간
360,조,30g
360,미나리,2줄기
359,게살,50g
359,오이,20g
359,아보카도,1/2개
359,계란,1개
359,박고지,1줄기
359,날치알,3큰술
359,초생강,약간
359,통깨,약간
359,밥,1그릇
359,식초,1과1/2큰술
359,설탕,2/3큰술
359,소금,1/4큰술
359,단무지,약간
359,김,1장
358,소금,1/4큰술
358,김,5장
358,계란,3개
358,설탕,2/3큰술
358,파슬리,2큰술
358,밥,1공기
358,식초,1과1/2큰술
358,오보로,2큰술
357,페투치네,200g
357,베이컨,120g
357,양파,1/2개
357,생크림,100cc
357,계란,2개
357,오레가노,약간
357,올리브오일,약간
357,소금,약간
357,흰후추,약간
357,바질,약간
357,마늘,2쪽
356,돼지고기,600g
356,양파,15g
356,당근,10g
356,깻잎,15g
356,대파,1뿌리
356,설탕,약간
356,소금,약간
356,식초,약간
356,통후추,약간
356,겨자가루,1큰술
355,쌀,1컵
355,시금치,30g
355,된장,1큰술
355,가쓰오부시,약간
355,쇠고기,15g
355,참기름,약간
355,다시마,1장
354,고구마,2개
354,생크림,1/3컵
354,파슬리가루,약간
354,소금,약간
354,치즈가루,약간
354,모짜렐라치즈,50g
353,두부,1/2모
353,양배추,15g
353,양파,15g
353,대파,5g
353,홍고추,1개
353,깨소금,약간
353,다진대파,1큰술
353,다진마늘,1/2큰술
353,고춧가루,1과1/2큰술
353,간장,2큰술
353,참기름,약간
353,풋고추,1개
352,고등어,1마리
352,무,1/2개
352,대파,2뿌리
352,멸치다시마육수,7컵
352,된장,50g
352,소주,3/4컵
352,간장,3큰술
352,미림,6큰술
352,설탕,3큰술
351,식용유,약간
351,참기름,약간
351,깨소금,약간
351,소금,약간
351,무,70g
350,라이스페이퍼,8장
350,소금,약간
350,오징어,1/2마리
350,오이,1/2개
350,양파,1/2개
350,표고버섯,3장
350,키위,1개
350,파인애플,1쪽
350,간장,1큰술
350,물,1큰술
350,청고추,1작은술
350,설탕,약간
350,깨소금,약간
350,홍고추,1작은술
350,당근,1/2개
350,식초,약간
350,쌀국수,50g
349,스파게티면,200g
349,소금,약간
349,오징어,1/2마리
349,새우,3마리
349,양파,1/2개
349,샐러리,1대
349,양송이,2개
349,다진마늘,1작은술
349,홀토마토,1/2컵
349,버터,1큰술
349,밀가루,1큰술
349,오레가노,약간
349,올리브오일,2큰술
349,파마산치즈,약간
349,토마토,1개
349,후춧가루,약간
349,홍합,100g
348,단호박,100g
348,계란,1개
348,식용유,2컵
348,튀김가루,50g
348,밀가루,50g
347,파래,50g
347,당근,10g
347,간장,1큰술
347,설탕,2큰술
347,식초,1과1/2큰술
347,참기름,약간
347,깨소금,약간
346,쇠고기,2쪽
346,당근,20g
346,감자,20g
346,오이,20g
346,밀가루,4큰술
346,레드와인,4큰술
346,물,3컵
346,우스터소스,1큰술
346,토마토페이스트,1큰술
346,소금,1작은술
346,후춧가루,약간
346,버터,4큰술
345,소금,약간
345,참기름,약간
345,칼국수,120g
345,다시마,10g
345,새우,4마리
345,간장,2큰술
345,호박,15g
345,감자,15g
345,대파,5g
345,청고추,5g
345,바지락,100g
344,무,1/4개
344,고춧가루,1작은술
344,식초,1과 1/2큰술
344,설탕,1과 2/3큰술
344,깨소금,약간
344,참기름,약간
344,다진대파,1작은술
344,다진마늘,1/2작은술
344,소금,약간
343,오징어,1마리
343,소금,3큰술
343,다진대파,1큰술
343,다진마늘,1/2큰술
343,다진생강,1/4큰술
343,고춧가루,2큰술
342,꽁치,1마리
342,소금,3큰술
342,간장,1큰술
342,레몬,1/8조각
342,와사비,약간
341,호박,20g
341,양파,20g
341,두부,15g
341,소금,약간
341,홍고추,1/2개
341,된장,한큰술
341,국물용멸치,5개
341,대파,5g
340,상추,10g
340,들깻잎,10g
340,쑥갓,5g
340,케일,10g
340,깨소금,약간
340,설탕,1/2작은술
340,식초,1/2작은술
340,조림간장,1/4작은술
340,참기름,약간
340,고춧가루,1작은술
339,찹쌀,1/4되
339,콩,1/2컵
339,소금,1큰술
338,밥,60g
338,보리,10g
338,콩나물,40g
338,소금,1큰술
338,당근,15g
338,다짐육 소고기,30g
338,오이,20g
337,당근,1/4개
337,스위트콘,2큰술
337,다진대파,1큰술
337,소금,약간
337,청정원맛선생,약간
337,설탕,1/4작은술
337,계란,2개
337,시금치,10g
337,물,1/2컵
337,후춧가루,약간
336,닭살,100g
336,닭육수,200g
336,죽순,10g
336,당근,10g
336,실파,2뿌리
336,녹말가루,약간
336,표고버섯,1개
336,소금,약간
336,후춧가루,약간
336,참기름,약간
336,계란,1개
335,바게트,1개
335,파슬리가루,1작은술
335,마늘,2톨
335,버터,2큰술
334,감자,300g
334,양파,60g
334,대파,30g
334,버터,30g
334,후춧가루,약간
334,계란,1개
334,생크림,84g
334,소금,약간
334,멸치육수,750g
333,닭다리,150g
333,대파,1뿌리
333,생강,1쪽
333,맛술,1큰술
333,물,10컵
333,후춧가루,약간
333,중국부추,50g
333,당근,50g
