레시피 코드,재료명,재료용량
226,연어알,20g
226,무순,20g
226,전복,1개
226,김,1장
226,생강,50g
226,초밥,3공기
226,와사비,3큰술
226,새우,2마리
225,코다리,2마리
225,실파,2뿌리
225,고추장,1큰술
225,간장,1/2큰술
225,후춧가루,1/4작은술
225,다진대파,1큰술
225,다진마늘,1/2큰술
225,다진생강,1/2작은술
225,참기름,1큰술
225,설탕,1큰술
224,소금,약간
224,참기름,약간
224,홍고추,1개
224,표고버섯,1장
224,돼지고기,300g
224,부추,50g
224,양파,1/4개
224,당근,30g
224,배추,10장
224,간장,2큰술
224,양파즙,2큰술
224,다진대파,2큰술
224,다진마늘,2큰술
224,생강즙,1/2작은술
224,후춧가루,약간
224,깨소금,약간
224,청고추,1개
223,밥,2그릇
223,참기름,약간
223,오징어,1/2마리
223,조개살,100g
223,홍합,200g
223,양파,1개
223,당근,20g
223,호박,700g
223,대파,1뿌리
223,목이버섯,6장
223,고춧가루,3큰술
223,간장,1큰술
223,다진마늘,약간
223,생강,약간
223,소금,약간
223,후춧가루,약간
223,돼지고기,150g
222,오징어,1마리
222,고추장,2큰술
222,깨소금,약간
222,설탕,1큰술
222,식초,2큰술
221,오곡곡물,2컵
221,상추,약간
221,깻잎,약간
221,치커리,약간
221,참기름,약간
221,된장,1/2컵
221,깨소금,약간
221,양파,1/2개
221,청고추,2개
221,홍고추,1개
221,대파,1/2뿌리
221,마늘,3쪽
221,멸치,30g
221,고추장,1/4컵
220,청고추,2개
220,양파,1/2개
220,멸치,20g
220,다시마,2장
220,다진마늘,1큰술
220,밀가루,2컵
220,계란,1개
220,식용유,1작은술
220,물,약간
220,소금,약간
220,간장,3큰술
220,다진대파,약간
220,깨소금,1큰술
220,고춧가루,약간
220,참기름,약간
220,배추김치,100g
220,감자,1개
220,대파,1뿌리
219,감자,300g
219,밀가루,210g
219,계란,1개
219,사우어크라우트,300g
219,소금,약간
219,버터,약간
219,넛맥,약간
219,양파,1/2개
219,베이컨,100g
219,파슬리,약간
219,후춧가루,약간
218,사골뼈,500g
218,소고기,200g
218,물,20컵
218,무,1/4개
218,대파,1뿌리
218,다진마늘,1/2큰술
218,생강,1쪽
218,후춧가루,약간
218,소금,약간
218,진간장,1큰술
218,다진대파,1큰술
218,마늘,3쪽
217,포도,800g
217,딸기,800g
217,사과,4개
217,설탕,1500g
216,계란,2개
216,두부,1/3모
216,청피망,1/4개
216,당근,1/8개
216,후춧가루,약간
216,홍피망,1/4개
216,소금,약간
216,토마토케찹,약간
216,우유,2작은술
215,갑오징어,3마리
215,피망,4개
215,고추장,5큰술
215,설탕,3큰술
215,참기름,약간
215,다진대파,3큰술
215,생강즙,1작은술
215,꼬치,20개
215,깨소금,약간
215,다진마늘,2큰술
214,소고기,200g
214,가래떡,300g
214,꽃상추,4장
214,피망,1개
214,간장,3큰술
214,참기름,약간
214,다진대파,1큰술
214,다진마늘,1큰술
214,후춧가루,약간
214,깨소금,약간
214,설탕,1큰술
213,후춧가루,약간
213,토마토케찹,1큰술
213,맛술,1작은술
213,고추장,1작은술
213,돼지고기,200g
213,마늘,5톨
213,모짜렐라치즈,50g
213,양파,1/2개
213,표고버섯,2장
213,피망,1/2개
213,올리브오일,1큰술
213,소금,1/4작은술
212,밀가루,2컵
212,멸치육수,6컵
212,소금,1작은술
212,물,3/4컵
212,간장,2큰술
212,고춧가루,1큰술
212,깨소금,1큰술
212,참기름,1/2큰술
212,홍고추,1개
212,풋고추,1개
212,다진마늘,1/2큰술
212,다진대파,1큰술
212,후춧가루,1/4작은술
212,감자,1/2개
212,호박,1/2개
212,소금,1작은술
212,녹차분말,1작은술
211,닭,1마리
211,계란,1개
211,대파,1뿌리
211,홍고추,1/2개
211,간장,5큰술
211,참기름,약간
211,꼬치,4개
211,생강즙,1큰술
211,청주,1큰술
211,다시물,4큰술
211,설탕,2큰술
210,우유,5컵
210,식초,1큰술
210,간장,2큰술
210,다진양파,1큰술
210,참기름,1/2큰술
210,홍고추,1큰술
210,청고추,1큰술
209,돼지고기,200g
209,깻잎,9장
209,소금,1/4작은술
209,식용유,약간
209,밀가루,2큰술
209,계란,1개
209,후춧가루,약간
209,생강즙,2작은술
208,닭,1/2마리
208,대파,1뿌리
208,마늘,3쪽
208,생강,1쪽
208,물,6컵
208,도라지,50g
208,참기름,약간
208,미나리,30g
208,밀가루,1과1/2큰술
208,계란,1개
208,쇠고기,150g
208,소금,약간
208,말린표고버섯,2장
207,양상추,10장
207,물,3큰술
207,부추,100g
207,고구마,1개
207,찹쌀가루,1/2컵
207,밀가루,1/2컵
207,얼음물,1컵
207,계란,1개
207,다진마늘,1작은술
207,설탕,1작은술
207,간장,1작은술
207,참기름,약간
207,후춧가루,약간
207,식용유,적당량
207,고추장,2큰술
207,토마토케찹,2큰술
207,물엿,1큰술
207,말린표고버섯,200g
206,꽃게,2마리
206,고춧가루,약간
206,오징어,1마리
206,모시조개,20개
206,양파,1개
206,풋고추,2개
206,홍고추,2개
206,미나리,100g
206,쑥갓,100g
206,무,200g
206,다진마늘,1큰술
206,대파,1뿌리
206,생강즙,1작은술
206,소금,약간
206,대하,4마리
205,스파게티면,80g
205,설탕,1작은술
205,양송이버섯,3개
205,소금,약간
205,식용유,약간
205,신백후추,약간
205,고추장,2큰술
205,양파,1/2개
205,호두,20g
205,물,1/2컵
205,토마토케찹,2큰술
205,식용유,1큰술
205,다진마늘,1/2큰술
205,배추김치,15g
205,호박,1/4개
204,양고기,150g
204,곱창,150g
204,고사리,100g
204,대파,4뿌리
204,소금,약간
204,물,8컵
204,쇠고기,200g
204,고춧가루,1큰술
204,진간장,1큰술
204,다진마늘,2큰술
204,참기름,1과1/2큰술
204,깨소금,1큰술
204,후춧가루,1/4작은술
204,고추장,1큰술
203,마늘,1쪽
203,무,60g
203,물,2와1/2컵
203,홍고추,1개
203,소금,약간
203,명란,100g
203,두부,1/2모
203,생강즙,1작은술
203,대파,약간
203,진간장,1작은술
202,쇠고기,200g
202,무,200g
202,물,6컵
202,대파,1대
202,마늘,2쪽
202,실파,4뿌리
202,소금,약간
202,진간장,1큰술
202,다진대파,1큰술
202,다진마늘,1/2큰술
202,참기름,1작은술
202,후춧가루,약간
202,국간장,2작은술
201,생선살,150g
201,새우,100g
201,배추김치,50g
201,풋고추,1개
201,홍고추,1/2개
201,식용유,적당량
201,밀가루,3큰술
201,녹말,3큰술
201,소금,1작은술
201,후춧가루,약간
201,깻잎,8장
201,계란,1개
200,청고추,600g
200,물,3컵
200,간장,2컵
200,설탕,2컵
200,소금,60g
200,생강,2개
199,쌀,1컵
199,잣,1/2컵
199,소금,약간
199,대추,1개
199,물,4컵
198,통후추,약간
198,생새우,70g
198,콘푸라이트,10g
198,계란,1/2개
198,생크림,1큰술
198,당근,15g
198,호박,15g
198,죽순,10g
198,만두피,12장
198,소금,약간
197,왜된장,2와1/2큰술
197,멸치육수,4컵
197,실파,4뿌리
197,미역,10g
197,두부,50g
196,모시조개,150g
196,죽순,1쪽
196,소금,약간
196,레몬,1/4쪽
196,대파,1뿌리
195,어묵,150g
195,대파,1뿌리
195,홍고추,1개
195,청주,1큰술
195,멸치다시마육수,4컵
195,간장,2큰술
195,맛술,1큰술
195,소금,약간
194,밥,2공기
194,계란,4개
194,말린표고버섯,2개
194,당근,30g
194,미나리,10줄기
194,다시마,1조각
194,식용유,약간
194,오이,1/2개
194,식초,1큰술
194,설탕,1큰술
194,소금,1/2작은술
194,소금,약간
193,찹쌀,2컵
193,멥쌀,1컵
193,팥,1/2컵
193,대추,4알
193,소금,1작은술
193,밤,4톨
193,팥끓인물,2컵
192,배추김치,5장
192,깨소금,1작은술
192,양배추,4장
192,근대,4장
192,밥,2공기
192,쇠고기,150g
192,소금,약간
192,후춧가루,약간
192,식용유,약간
192,간장,1큰술
192,다진대파,1큰술
192,설탕,1/2큰술
192,마늘,1/2큰술
192,참기름,1작은술
192,깻잎,4장
191,시금치,300g
191,말린새우,30g
191,소금,약간
191,된장,3큰술
191,다진마늘,1큰술
191,물,7컵
190,멥쌀,2컵
190,찹쌀,1/2컵
190,밤,10톨
190,물,적당량
190,대추,10알
190,잣,20g
190,송이버섯,2개
190,은행,10알
189,오이,4개
189,양파,1/2개
189,홍고추,2개
189,정향,4개
189,통후추,5알
189,월계수잎,2장
189,통계피,10g
189,통생강,1개
189,소금,5큰술
189,물,4컵
189,식초,3컵
189,설탕,1컵
189,당근,1/2개
189,절임용 소금물,1컵
189,물,5컵
188,오징어,1마리
188,쇠고기,100g
188,풋고추,1개
188,홍고추,1개
188,대파,1/3대
188,참기름,1/4작은술
188,간장,1작은술
188,후춧가루,약간
188,고추장,2큰술
188,고춧가루,1/2큰술
188,마늘,2작은술
188,물,3컵
187,양배추,100g
187,모시조개,1봉지
187,된장,4큰술
187,멸치,한줌
187,실파,1뿌리
187,물,6컵
187,다시마,1장
187,다진마늘,1큰술
186,찬밥,1공기
186,옥수수,200g
186,소금,1/2작은술
186,식용유,3컵
186,녹말가루,6큰술
186,물,1큰술
186,설탕,1/2컵
186,계란,1/2개
185,피망,1/2개
185,계란,1개
185,다진마늘,약간
185,밀가루,5큰술
185,소금,약간
185,당근,1/4개
185,포도씨유,약간
185,배추김치,1/6포기
185,감자,1개
185,두부,1/4모
185,후춧가루,약간
184,봄동,150g
184,바지락,100g
184,홍고추,1개
184,실파,3뿌리
184,식용유,2큰술
184,후춧가루,약간
184,청주,1큰술
184,물,1/2컵
184,굴소스,1/2큰술
184,소금,약간
184,다진마늘,1큰술
183,닭고기,200g
183,명란젓,2개
183,마요네즈,1큰술
183,김,1/2장
183,계란,1개
183,당근,30g
183,식용유,약간
183,소금,약간
183,후춧가루,약간
183,녹말가루,약간
183,밀가루,약간
183,빵가루,약간
183,대파,1/2대
182,쑥,50g
182,표고버섯,3장
182,양송이,50g
182,다진마늘,1작은술
182,느타리버섯,50g
182,설탕,약간
182,소금,약간
182,후춧가루,약간
182,식용유,약간
182,간장,2작은술
181,달래,50g
181,두부,1/2모
181,말린표고버섯,1장
181,홍고추,1개
181,청양고추,1개
181,바지락,약간
181,대파,1/4뿌리
181,된장,2큰술
181,국물용멸치,한줌
181,물,3컵
181,다진마늘,1작은술
180,치커리,약간
180,케일,약간
180,겨자잎,약간
180,참기름,1/2큰술
180,밥,2공기
180,소금,약간
180,흑임자,약간
180,건새우가루,1큰술
180,된장,3큰술
180,고추장,1큰술
180,청고추,1/2개
180,홍고추,1/2개
180,설탕,1/2큰술
180,참기름,약간
180,다진마늘,1/2큰술
180,청경채,약간
179,쌀,2컵
179,물,1과 1/3컵
179,콩나물,500g
179,돼지고기,150g
179,참기름,2큰술
179,풋고추,1큰술
179,취나물,150g
179,진간장,6큰술
179,다진대파,2큰술
179,다진마늘,1½큰술
179,깨소금,1큰술
179,무,1/5개
178,찹쌀,2컵
178,팥,2/3컵
178,소금,1/2작은술
178,밤,5톨
178,대추,5알
177,떡국떡,2컵
177,다시마,1장
177,다진마늘,약간
177,물,7컵
177,계란,1개
177,소금,약간
177,대파,1/4뿌리
177,말린표고버섯,3장
177,간장,약간
176,오징어,1마리
176,당근,1/2개
176,새우,4마리
176,조개살,150g
176,양파,1개
176,청피망,1개
176,홍피망,1개
176,당면,50g
176,간장,1큰술
176,설탕,1작은술
176,참기름,1큰술
176,식용유,약간
176,소금,약간
176,굴소스,1큰술
176,낙지,1마리
175,다짐육 소고기,400g
175,참기름,1작은술
175,무,200g
175,당근,200g
175,밤,10톨
175,소금,1/2작은술
175,후춧가루,1/4작은술
175,깨소금,1/4작은술
175,참기름,1/2작은술
175,물,3컵
175,간장,3큰술
175,설탕,1과1/2큰술
175,다진대파,1큰술
175,다진마늘,1/2큰술
175,깨소금,1/2큰술
175,두부,100g
174,물,7컵
174,다시마,1장
174,무,200g
174,국간장,2작은술
174,소금,1작은술
174,실파,약간
174,두부,1모
174,다짐육 소고기,100g
174,소금,1/2작은술
174,후춧가루,1/4작은술
174,후춧가루,1/4작은술
173,찹쌀,5컵
173,멥쌀,5컵
173,밀가루,적당량
173,팥,4컵
173,소금,2큰술
173,물,10큰술
172,닭고기,1마리
172,물,4큰술
172,후춧가루,1큰술
172,정종,1큰술
172,감자전분,5큰술
172,계란,1/2개
172,대파,1/2개
172,홍고추,2개
172,청고추,1개
172,생강,1쪽
172,마늘,3쪽
172,간장,3큰술
172,설탕,2큰술
172,식초,2큰술
172,소금,1큰술
171,생강,10개
171,통계피,100g
171,물,20컵
171,잣,2큰술
171,곶감,10개
171,호두,10알
171,황설탕,280g
170,멥쌀,10컵
170,참기름,약간
170,쑥,20g
170,소금,2큰술
169,가래떡,500g
169,사골육수,8컵
169,대파,1뿌리
169,쇠고기,100g
169,계란,1개
169,소금,약간
169,후춧가루,약간
169,설탕,1/2큰술
169,다진대파,2작은술
169,다진마늘,1작은술
169,깨소금,1작은술
169,참기름,1작은술
169,간장,1큰술
168,어묵,2개
168,닭고기,100g
168,표고버섯,1장
168,오이,1/4개
168,물,1컵
168,후춧가루,약간
168,녹말,약간
168,간장,2큰술
168,청주,1큰술
168,소금,약간
167,참기름,1큰술
167,깨소금,1큰술
167,설탕,약간
167,소금,약간
167,다진마늘,1/2큰술
167,들기름,2큰술
167,국간장,1큰술
167,다진대파,1큰술
167,고구마줄기,25g
166,밀가루,150g
166,버터,150g
166,물,3큰술
166,삶은팥,1컵
166,소금,약간
166,슈가파우더,약간
166,설탕,50g
166,계란,1개
166,아몬드가루,50g
165,팥,300g
165,쌀,1과1/2컵
165,물,18컵
165,찬물,3/4컵
165,찹쌀,1과1/3컵
165,쌀가루,2/3컵
165,소금,약간
164,찬밥,1공기
164,양파,1/4개
164,당근,30g
164,실파,2뿌리
164,식용유,약간
164,계란,1개
164,소금,약간
164,후춧가루,약간
164,날콩가루,약간
164,두부,50g
163,가래떡,1줄
163,고추장,1큰술
163,간장,1작은술
163,다진마늘,1작은술
163,토마토케찹,1큰술
163,브로콜리,약간
163,참기름,1작은술
163,파프리카,1/2개
163,꼬치,3개
163,파프리카,1/2개
163,설탕,2작은술
162,누룽지,3조각
162,물,1과1/2큰술
162,죽순,30g
162,새우,100g
162,완두콩,2큰술
162,홍고추,2개
162,마늘,3쪽
162,소금,약간
162,식용유,2큰술
162,새우,1과1/2컵
162,설탕,6큰술
162,간장,3/4큰술
162,식초,4큰술
162,녹말,1과1/2큰술
162,표고버섯,2장
161,간장,2큰술
161,후춧가루,⅛작은술
161,깨소금,1/4작은술
161,통깨,약간
161,깻잎,3장
161,다진파슬리,약간
161,샐러리,약간
161,오징어,2마리
161,쇠고기,70g
161,표고버섯,2장
161,당근,30g
161,두부,50g
161,당면,30g
161,피망,40g
161,양상추,30g
161,설탕,1/2큰술
161,다진대파,2큰술
161,다진마늘,1큰술
161,참기름,1큰술
161,식초,2작은술
160,닭,500g
160,식용유,약간
160,간장,1큰술
160,청주,1큰술
160,식용유,1큰술
160,소금,약간
160,생강즙,1작은술
160,다진대파,2큰술
160,후춧가루,약간
160,녹말가루,3큰술
160,튀김가루,3큰술
160,다진마늘,1큰술
159,배추김치,1/8포기
159,식용유,약간
159,죽순,50g
159,양송이버섯,2개
159,피망,1/2개
159,건고추,1개
159,대파,1/2뿌리
159,마늘,2톨
159,생강,1/3개
159,청주,1큰술
159,소금,약간
159,후추,약간
159,참기름,약간
159,간장,1작은술
159,돼지고기,80g
158,고추장,1큰술
158,양파,1/4개
158,마늘,5톨
158,된장,3큰술
158,고춧가루,1큰술
158,참기름,1작은술
158,파,1/5뿌리
157,느타리버섯,800g
157,쇠고기,100g
157,배,1/4개
157,오이,1/2개
157,당근,1/2개
157,소금,약간
157,후춧가루,약간
157,참기름,2큰술
157,통깨,약간
157,간장,2큰술
157,꿀,1큰술
157,다진대파,1작은술
157,다진마늘,1/2작은술
157,참기름,약간
157,식용유,1큰술
157,설탕,1/2작은술
157,간장,2/3큰술
157,당면,100g
157,양파,1/2개
156,고등어,1마리
156,무,1/3개
156,대파,1/2뿌리
156,간장,2큰술
156,고추장,1큰술
156,고춧가루,1큰술
156,물,2/3컵
156,청주,1큰술
156,다진대파,3큰술
156,다진마늘,2큰술
156,생강즙,1큰술
156,후춧가루,1/4작은술
156,실고추,약간
156,설탕,1큰술
155,쇠고기,100g
155,후춧가루,약간
155,팽이버섯,40g
155,실파,2뿌리
155,홍고추,3개
155,물,3컵
155,국간장,1작은술
155,소금,약간
155,간장,1큰술
155,설탕,1작은술
155,다진대파,1작은술
155,다진마늘,1/2큰술
155,참기름,1큰술
155,깨소금,1/2큰술
155,목이버섯,5g
154,토란,300g
154,쇠고기,200g
154,다시마,15cm
154,무,200g
154,소금,약간
154,국간장,1큰술
154,다진마늘,1큰술
154,후춧가루,약간
154,참기름,약간
154,대파,1/2뿌리
153,쇠고기,150g
153,표고버섯,3장
153,도라지,100g
153,당근,1개
153,오이,1개
153,식용유,약간씩
153,후추,약간
153,설탕,1큰술
153,다진대파,1큰술
153,다진마늘,2작은술
153,깨소금,2작은술
153,참기름,1작은술
153,진간장,2큰술
152,석이버섯,4장
152,느타리버섯,200g
152,실고추,약간
152,간장,2작은술
152,다진대파,1큰술
152,다진마늘,1/2큰술
152,참기름,1작은술
152,깨소금,1작은술
152,후춧가루,약간
152,포도씨유,약간
152,녹두,2컵
152,물,1과1/3컵
152,소금,1작은술
152,돼지고기,100g
152,숙주,100g
152,대파,1/4뿌리
151,멥쌀,2되
151,소금,2큰술
151,쑥,300g
151,대추,10알
151,솔잎,약간
151,참기름,약간
151,계피가루,약간
151,소금,약간
151,깨,1/2컵씩
151,녹두,1/2컵씩
151,꿀,2큰술
151,설탕,2큰술
151,물,10컵
151,풋콩,1컵
150,배추,200g
150,무,1/4개
150,쇠고기,60g
150,물,8컵
150,대파,1/2뿌리
150,식용유,약간
150,후춧가루,약간
150,된장,2큰술
150,소금,약간
150,다진대파,1작은술
150,다진마늘,1작은술
150,참기름,1작은술
150,깨소금,1작은술
150,고추장,2작은술
149,돼지고기,300g
149,소금,¼작은술
149,생강즙,2작은술
149,홍고추,5개
149,꼬치, 
149,찹쌀가루,3큰술
149,후추,약간
149,식용유,약간
149,무순,1봉
148,강력분,300g
148,드라이이스트,6g
148,설탕,30g
148,소금,5g
148,계란,1개
148,검은깨,1큰술
148,버터,45g
148,오렌지마멀레이드,100g
148,건포도,약간
148,계란,½개
148,우유,½컵
148,우유,150ml
147,깻잎,10장
147,찹쌀가루,4큰술
147,참기름,1작은술
147,통후추,약간
147,소금,약간
147,고춧가루,3큰술
147,대파,1대
147,진간장,½큰술
147,설탕,1작은술
147,아귀,500g
147,미더덕,120g
147,콩나물,300g
147,미나리,50g
147,고추장,1큰술
146,곱창,300g
146,밀가루,약간
146,대파,1뿌리
146,마늘,2쪽
146,생강,1톨
146,물,6컵
146,당근,⅓개
146,양배추,100g
146,양파,1개
146,표고버섯,4장
146,미나리,60g
146,우동면,100g
146,쑥갓,약간
146,소금,약간
146,후추,약간
146,고춧가루,1큰술
146,고추장,1큰술
146,간장,1큰술
146,다진대파,2큰술
146,양,150g
145,햄,150g
145,다진마늘,1작은술
145,베이컨,5장
145,배추김치,1/2포기
145,두부,1/3모
145,홍고추,2개
145,청고추,2개
145,깻잎,10장
145,스파게티면,50g
145,쑥갓,약간
145,양송이버섯,2개
145,물,4컵
145,고춧가루,3큰술
145,고추장,1작은술
145,설탕,1큰술
145,다진대파,1큰술
145,프랑크소시지,2개
144,감자,2개
144,당근,1개
144,양파,1개
144,샐러리,2대
144,양송이버섯,8개
144,후춧가루,약간
144,물,6컵
144,월계수잎,1장
144,버터,2큰술
144,소금,약간
144,홀토마토,4개
143,시금치,70g
143,양송이버섯,4개
143,베이컨,4장
143,파마산치즈가루,1큰술
143,후춧가루,약간
143,레몬주스,1/2컵
143,올리브오일,1과 1/2컵
143,소금,약간
143,레몬드레싱,4큰술
142,다진양파,1작은술
142,올리브오일,2큰술
142,훈제연어,160g
142,케이퍼,약간
142,적배추,30g
142,양파,30g
142,앤다이브,40g
141,사과,1개
141,자몽,1개
141,연두오렌지,4큰술
141,오이,1개
141,딸기,4개
141,샐러리,1대
140,컬리플라워,200g
140,오징어,1마리
140,소금,약간
140,마요네즈,3큰술
140,머스터드,2작은술
140,새우,8마리
139,양상추,50g
139,소금,약간
139,수삼,1뿌리
139,배,1/4개
139,밤,4개
139,대추,2개
139,오이,1/4개
139,머스터드,2작은술
139,마요네즈,3큰술
139,설탕,약간씩
139,후춧가루,약간
139,레몬즙,1큰술
139,설탕,1큰술
139,요리술,약간
139,닭고기,100g
138,밥,4공기
138,다진마늘,약간
138,느타리버섯,100g
138,표고버섯,3장
138,양송이버섯,3개
138,목이버섯,6장
138,팽이버섯,1/2봉지
138,양파,1/2개
138,당근,1/3개
138,미나리,3줄기
138,간장,2큰술
138,들깨,1큰술
138,멸치육수,약간
138,녹말가루,2큰술
138,참기름,1작은술
138,후춧가루,약간
138,간장,2작은술
138,설탕,1작은술
138,청주,1~2큰술
138,쇠고기,80g
137,식빵,4장
137,쇠고기,200g
137,양상추,4잎
137,토마토,1개
137,후춧가루,약간
137,슬라이스치즈,4장
137,버터,2큰술
137,겨자,2작은술
137,소금,1/4작은술
137,피클,4개
136,후르츠칵테일,50g
136,은박컵,1개
136,감자,2개
136,파슬리가루,약간
136,우유,3큰술
136,설탕,4작은술
136,계피가루,1/2작은술
136,버터,3큰술
135,유부,10장
135,계란,4개
135,물,1컵
135,간장,1작은술
135,맛살,30g
135,설탕,1작은술
135,소금,1작은술
135,후춧가루,약간
135,실파,12뿌리
135,소금,1작은술
134,밥,300g
134,청피망,30g
134,당근,30g
134,식용유,약간
134,소금,약간
134,간장,1큰술
134,설탕,1/2큰술
134,다진대파,2작은술
134,다진마늘,1작은술
134,참기름,1작은술
134,후춧가루,약간
134,상추,2장
134,깨소금,약간
134,파슬리,10g
134,토마토,1개
134,쇠고기,100g
133,닭고기,2마리
133,찹쌀,1/2컵
133,마늘,4쪽
133,대추,4개
133,후춧가루,약간
133,대파,1뿌리
133,생강,1쪽
133,물,8컵
133,소금,약간
133,수삼,4뿌리
132,스파게티면,150g
132,생크림,3/4컵
132,햄,10g
132,베이컨,10g
132,바질,1/2작은술
132,후춧가루,약간
132,화이트와인,약간
132,버터,7g
132,소금,약간
132,우유,1컵
132,양파,5g
131,배,1/4쪽
131,잣가루,1작은술
131,오이,1/2개
131,잣,약간
131,상추,4장
131,쇠고기,30g
131,참기름,1작은술
131,깨소금,1작은술
131,후춧가루,1/2작은술
131,설탕,1과1/2작은술
131,계란,1개
131,간장,2와1/2작은술
130,두부,1/2모
130,홍고추,약간
130,간장,1과1/2큰술
130,설탕,1/2큰술
130,실고추,약간
130,후춧가루,약간
130,통깨,약간
130,참기름,약간
130,물엿,1/2큰술
129,골뱅이,200g
129,소면,100g
129,대파,30g
129,양파,50g
129,당근,30g
129,샐러리,½대
129,고추장,3큰술
129,고춧가루,3큰술
129,식초,3큰술
129,진간장,1큰술
129,설탕,1과½큰술
129,깨소금,1큰술
129,참기름,1큰술
129,다진마늘,2큰술
129,오이,50g
128,쇠고기,300g
128,양파,1개
128,다진대파,1큰술
128,다진마늘,1/2큰술
128,밀가루,약간
128,설탕,2큰술
128,깨소금,약간
128,참기름,1큰술
128,후춧가루,1작은술
128,간장,3큰술
127,소고기,400g
127,팽이버섯,2봉지
127,당근,1토막
127,부추,150g
127,멸치육수,5컵
127,물,4컵
127,맛술,2큰술
127,술,3큰술
127,깨소금,4큰술
127,된장,1큰술
127,설탕,1큰술
127,간장,2큰술
127,다시마,15cm
126,가지,1개
126,마른새우,20g
126,식용유,1큰술
126,진간장,1작은술
126,소금,약간
126,다진마늘,1작은술
126,참기름,1/2큰술
126,깨소금,1/2큰술
126,다진대파,1작은술
125,식용유,약간
125,간장,2큰술
125,설탕,2작은술
125,미림,1큰술
125,건고추,1개
125,녹말가루,1/3컵
125,물,1/2컵
125,고등어,1마리
125,소금,1/2작은술
125,청주,1큰술
125,생강,1쪽
124,도토리묵,1/2모
124,청포묵,1/2모
124,오이,1/2개
124,게맛살,1개
124,깨소금,1작은술
124,설탕,1작은술
124,식초,1큰술
124,홍고추,1개
124,참기름,1작은술
124,간장,2큰술
123,쪽파,100g
123,양파,1/4개
123,돼지고기,80g
123,청주,1작은술
123,간장,1큰술
123,생강,1쪽
123,참기름,1작은술
123,마늘,2쪽
123,생강,1쪽
123,식용유,3큰술
123,후춧가루,약간
123,소금,1/2작은술
123,파,1/2뿌리
122,감자,1개
122,청고추,2개
122,홍고추,1개
122,식용유,2와1/2큰술
122,신백후추,약간
122,참기름,1큰술
122,설탕,1작은술
122,소금,1/2작은술
122,간장,1큰술
121,꽁치,2마리
121,소금,1/2작은술
121,실파,1뿌리
121,생강,1쪽
121,설탕,2큰술
121,청주,3큰술
121,물,2큰술
121,간장,4큰술
120,계란,4개
120,소면,100g
120,새우,200g
120,게맛살,2개
120,치커리,약간
120,소금,약간
120,멸치다시마육수,1/2컵
120,간장,2큰술
120,맛술,1큰술
120,와사비,약간
120,무,약간
120,미나리,약간
