레시피 코드,재료명,재료용량
119,당근,1/8개
119,햄,30g
119,게맛살,2개
119,다진마늘,1큰술
119,대파,1/2뿌리
119,고춧가루,2큰술
119,홍고추,1개
119,깨소금,약간
119,라면,4개
119,배추김치,1/4포기
119,표고버섯,4개
119,콩나물,50g
119,청고추,1개
119,참기름,약간
118,밥,800g
118,계란,2개
118,돼지고기,200g
118,당근,50g
118,식용유,약간
118,표고버섯,4장
118,대파,1뿌리
118,소금,약간
118,후춧가루,약간
118,양파,1개
117,두부,1모
117,미역,100g
117,양파,1/2개
117,통깨,1큰술
117,간장,1/4컵
117,참기름,1큰술
117,설탕,1큰술
117,홍고추,1/2개
116,양배추,4장
116,소고기,100g
116,돼지고기,100g
116,양파,1/4개
116,당근,1/4개
116,간장,1/2큰술
116,소금,1/3작은술
116,후춧가루,약간
116,넛맥,1/5작은술
116,빵가루,1/3컵
116,물,2컵
116,계란,1/2개
115,계란,4개
115,우유,2큰술
115,소금,1/3작은술
115,토마토케찹,약간
115,식용유,1큰술
115,버터,1큰술
115,후춧가루,약간
114,두부,1모
114,배추김치,1/2포기
114,다진대파,1큰술
114,소금,약간
114,깻잎,10장
114,깨소금,1큰술
114,참기름,1큰술
114,다진마늘,1/2큰술
113,소금,1큰술
113,양파,1개
113,호박,1/2개
113,대파,2뿌리
113,청고추,2개
113,홍고추,2개
113,낙지,2마리
113,고춧가루,1/2큰술
113,간장,1큰술
113,참기름,1/2큰술
113,생강즙,약간
113,설탕,1작은술
113,깨소금,1큰술
113,고추장,2큰술
112,배추김치,200g
112,소고기,100g
112,표고버섯,5장
112,통도라지,100g
112,소금,약간
112,계란,3개
112,식용유,3큰술
112,참기름,약간
112,밀가루,1/2컵
111,꽁치,1통
111,무,50g
111,진간장,2큰술
111,생강즙,약간
111,식용유,1큰술
111,다진마늘,1작은술
111,고춧가루,1/2큰술
111,물,1/2컵
111,다진대파,1큰술
110,쌀,3컵
110,식초,3큰술
110,설탕,1큰술
110,소금,1작은술
110,고추냉이,약간
110,오징어,150g
110,문어,100g
110,새우,8마리
110,참치,150g
109,돼지갈비,600g
109,생강즙,2큰술
109,소주,2큰술
109,진간장,5큰술
109,다진대파,2큰술
109,깻잎,조금
109,고춧가루,1큰술
109,설탕,2큰술
109,깨소금,조금
109,상추,조금
109,다진마늘,1큰술
108,부추,1단
108,청고추,2개
108,소금,약간
108,밀가루,3컵
108,계란,1개
108,홍고추,2개
107,쇠고기,500g
107,진간장,4큰술
107,배즙,4큰술
107,설탕,2큰술
107,참기름,1큰술
107,다진마늘,1큰술
107,깨소금,1큰술
107,후춧가루,약간
107,다진대파,3큰술
106,메주콩,1컵
106,계란,4개
106,칵테일새우,4개
106,어묵,10g
106,잣,약간
106,소금,약간
106,새우젓,약간
106,실파,약간
106,통깨,약간
106,은행,4알
105,물,6큰술
105,물,6큰술
105,간장,2큰술
105,당근,1/3개
105,설탕,2큰술
105,식용유,2컵
105,죽순,1/4개
105,계란,1개
105,표고버섯,3장
105,돼지고기,300g
105,녹말가루,1큰술
105,청피망,1개
105,식초,2큰술
105,녹말가루,2작은술
105,홍피망,1개
104,애호박,1개
104,소금,약간
104,밀가루,2큰술
104,식용유,3큰술
104,진간장,1큰술
104,식초,1작은술
104,쑥갓,약간
104,계란,2개
103,죽순,50g
103,쇠고기,50g
103,술,1작은술
103,간장,1작은술
103,녹말가루,1작은술
103,마늘종,30g
103,후춧가루,약간
103,식용유,1큰술
103,참기름,1작은술
103,다진마늘,1작은술
103,생강즙,1작은술
103,소금,약간
102,마른오징어,2마리
102,물,2컵
102,참기름,1큰술
102,청고추,5개
102,후춧가루,약간
102,설탕,1큰술
102,다진마늘,1큰술
102,깨소금,약간
102,다진대파,1큰술
102,진간장,4큰술
101,감자,3개
101,멸치,100g
101,꽈리고추,10개
101,깨소금,약간
101,진간장,3큰술
101,물엿,1큰술
101,청주,1큰술
101,식용유,3큰술
100,더덕,200g
100,간장,1큰술
100,참기름,1작은술
100,고추장,2큰술
100,물,2큰술
100,설탕,1큰술
100,고춧가루,1/2큰술
100,다진대파,1큰술
100,다진마늘,1작은술
100,깨소금,1작은술
100,설탕,1큰술
99,배추,1/4통
99,소금,5큰술
99,다진대파,2큰술
99,다진마늘,1큰술
99,다진생강,1/2큰술
99,참기름,약간
99,진간장,1큰술
99,새우젓,1큰술
99,설탕,2큰술
99,통깨,1작은술
99,고춧가루,1/4컵
98,닭,1마리
98,진간장,4큰술
98,마늘,2작은술
98,후춧가루,약간
98,깨소금,약간
98,고추장,2큰술
98,물엿,2큰술
98,소주,3큰술
98,녹말,4큰술
97,계란,4개
97,다진대파,1큰술
97,다진마늘,1작은술
97,다시마,5cm
97,후춧가루,약간
97,물,1컵
97,식용유,2큰술
97,소금,1작은술
96,냉이,100g
96,모시조개,1컵
96,된장,3큰술
96,소금,약간
96,대파,1뿌리
96,마늘,3쪽
96,물,10컵
96,다시마,10cm
95,오이,2개
95,소금,2작은술
95,다진대파,1큰술
95,실고추,약간
95,깨소금,1/2큰술
95,참기름,1큰술
95,다진마늘,1/2큰술
94,실파,1단
94,생굴,1/2컵
94,홍합,1/2컵
94,조갯살,1/2컵
94,멥쌀,1컵
94,계란,2개
94,식용유,약간
94,소금,약간
94,밀가루,1컵
93,연근,300g
93,식용유,2큰술
93,통깨,1작은술
93,물,5큰술
93,설탕,1큰술
93,청주,1큰술
93,진간장,3큰술
92,쇠고기,400g
92,대파,1/2뿌리
92,마늘,1통
92,생강,1쪽
92,참기름,약간
92,계란,4개
92,홍고추,2개
92,진간장,1컵
92,설탕,1/4컵
92,물,4컵
91,콩,2컵
91,설탕,1/2컵
91,참기름,약간
91,깨소금,약간
91,물,1컵
91,간장,1컵
90,오이,10개
90,고추장,1/2컵
90,홍고추,1개
90,실파,1뿌리
90,설탕,1작은술
90,고춧가루,1/2큰술
90,참기름,1작은술
90,깨소금,1작은술
90,다진마늘,1큰술
89,깻잎,100장
89,진간장,1컵
89,고춧가루,2큰술
89,실고추,5g
89,마늘,5쪽
89,생강,1쪽
89,깨소금,2큰술
89,파,2뿌리
88,실고추,5g
88,미나리,1/2단
88,절임용 소금물,3컵
88,물,12컵
88,말린표고버섯,2개
88,통생강,1개
88,소금물,6큰술
88,물,30컵
88,배추,5포기
88,무,2개
88,밤,10개
88,배,3개
88,대추,10개
88,다진마늘,4큰술
88,석이버섯,약간
88,대파,2뿌리
88,잣,2큰술
87,실파,2단
87,까나리액젓,1컵
87,다진마늘,1과 1/2작은술
87,깨소금,2큰술
87,고춧가루,1컵
87,설탕,2큰술
87,소금,약간
87,다진생강,1작은술
86,부추,4단
86,다진마늘,3큰술
86,생강,1/2쪽
86,소금,약간
86,멸치젓,1/2컵
86,고춧가루,1/2컵
86,설탕,1큰술
86,홍고추,3개
85,쇠고기,800g
85,무,400g
85,물,10컵
85,후추,약간
85,다진대파,2큰술
85,다진마늘,1큰술
85,참기름,1작은술
85,국간장,3큰술
84,쇠고기,600g
84,무,400g
84,당면,100g
84,대파,2뿌리
84,통마늘,6쪽
84,후추,약간
84,국간장,3큰술
84,다진대파,1큰술
84,청주,1큰술
84,참기름,약간
84,소금,약간
83,도가니,1/2개
83,쇠고기,400g
83,물,20컵
83,생강,1/2큰술
83,소금,1큰술
83,파,2뿌리
83,후추,약간
83,고춧가루,4큰술
83,다진마늘,3큰술
83,진간장,2큰술
83,생강,1작은술
83,소금,1큰술
83,다진대파,4큰술
82,양지머리,600g
82,파,1뿌리
82,마늘,1통
82,밀면,100g
82,도가니,1개
82,후추,약간
82,물,20컵
82,소뼈,300g
82,사골,1개
82,소금,약간
81,쇠고기,400g
81,양고기,600g
81,무,400g
81,대파,2뿌리
81,마늘,8쪽
81,국간장,4큰술
81,참기름,약간
81,후추,약간
81,소면,100g
81,다진대파,1큰술
81,다진마늘,1큰술
81,진간장,4큰술
81,소금,약간
80,밥,4공기
80,콩나물,300g
80,배추김치,200g
80,다진마늘,1큰술
80,실파,1뿌리
80,새우젓,약간
80,청고추,2개
80,깨소금,1큰술
80,김,2장
80,계란,4개
80,사골육수,2컵
80,장조림,80g
79,선지,400g
79,우거지,100g
79,콩나물,40g
79,된장,2큰술
79,고추장,1큰술
79,참기름,조금
79,진간장,4큰술
79,고춧가루,1큰술
79,다진마늘,1큰술
79,다진대파,4큰술
79,깨소금,조금
79,다진마늘,3큰술
78,낙지,2마리
78,소금,약간
78,쇠고기,80g
78,두부,1/4모
78,실파,5뿌리
78,표고버섯,3장
78,홍고추,2개
78,쑥갓,약간
78,계란,1개
78,밀가루,약간
78,소금,약간
78,식용유,약간
78,물,4컵
78,간장,2큰술
78,다진대파,2큰술
78,다진마늘,1작은술
78,깨소금,약간
78,참기름,약간
78,설탕,약간
78,새우,60g
77,진간장,2큰술
77,다진마늘,1큰술
77,후춧가루,조금씩
77,식용유,약간
77,소면,400g
77,소고기,200g
77,고춧가루,2큰술
77,애호박,1/2개
77,느타리버섯,100g
77,양파,1개
77,대파,2뿌리
77,물,8컵
77,소금,약간
77,배추,100g
76,소고기,200g
76,물,6컵
76,팽이버섯,1봉
76,표고버섯,3장
76,당근,1/4개
76,느타리버섯,2묶음
76,양파,1/2개
76,대파,1뿌리
76,어묵,30g
76,곤약,30g
76,무,30g
76,소면,200g
76,쑥갓,약간
76,다시마,1장
76,청주,1큰술
76,소금,약간
76,간장,3큰술
76,식초,3큰술
76,청주,3큰술
76,배추,5장
75,우거지,300g
75,배추,200g
75,된장,4큰술
75,마늘,2쪽
75,생강,1/3개
75,간장,1/2큰술
75,쇠고기,100g
75,청고추,2개
75,홍고추,1개
75,대파,1뿌리
75,쌀뜨물,9컵
75,식용유,1큰술
74,명란,8개
74,깨소금,약간
74,무,1/4개
74,콩나물,70g
74,대파,1뿌리
74,홍고추,1개
74,쑥갓,2줄기
74,물,4컵
74,간장,2큰술
74,다진대파,1큰술
74,다진마늘,1큰술
74,청주,1큰술
74,소금,약간
74,후춧가루,약간
74,고춧가루,2큰술
74,간장,1작은술
74,설탕,1/2작은술
74,다진마늘,약간
74,다진대파,약간
74,소고기,50g
73,물,10컵
73,소금,약간
73,조기,2마리
73,무,100g
73,고춧가루,3큰술
73,대파,1뿌리
73,마늘,3쪽
73,생강,1쪽
73,간장,3큰술
73,양파,1개
72,아귀,1마리
72,콩나물,50g
72,고사리,약간
72,미나리,한줌
72,싸리버섯,2개
72,깻잎,5장
72,물,10컵
72,홍고추,3개
72,대파,3뿌리
72,된장,4큰술
72,다진마늘,1큰술
72,고춧가루,약간
72,후춧가루,약간
72,청고추,3개
71,돼지고기,1kg
71,감자,4개
71,대파,2뿌리
71,물,6컵
71,마늘,4쪽
71,청정원맛선생,약간
71,간장,1큰술
71,고춧가루,1큰술
71,소주,1/2큰술
71,소금,조금
71,후춧가루,조금
71,생강,1쪽
70,꽃게,2마리
70,애호박,1/2개
70,무,1/3개
70,느타리버섯,20g
70,청고추,1개
70,홍고추,1개
70,후춧가루,약간
70,고추장,2큰술
70,고춧가루,2큰술
70,다진마늘,1/2큰술
70,다진생강,1작은술
70,국간장,2큰술
70,소금,약간
70,대파,1/2뿌리
69,갓,2단
69,무,300g
69,소금,1컵
69,실파,1단
69,고춧가루,1과1/2컵
69,물,1컵
69,생강,1/2쪽
69,멸치젓,1/2컵
69,깨소금,2큰술
69,밀가루,3큰술
69,마늘,5쪽
68,실파,1/2단
68,마늘,5쪽
68,대파,5개
68,베보자기,5개
68,갓,1/2단
68,무,10개
68,고추,20개
68,소금,3컵
68,물,10컵
67,무,2개
67,생굴,1컵
67,소금,조금
67,고춧가루,1컵
67,미나리,1/2단
67,설탕,1큰술
67,갓,1단
67,마늘,5쪽
67,새우젓,1/2컵
67,소금,1큰술
67,실파,1/2단
66,총각무,1단
66,소금,2컵
66,대파,2뿌리
66,고춧가루,1/2컵
66,다진마늘,5큰술
66,다진생강,2큰술
66,소금,2컵
66,새우젓,1/4컵
66,설탕,3큰술
66,찹쌀가루,3큰술
66,물,1컵
66,절임용 소금물,10컵
66,멸치젓,1/4컵
65,배추,1/2포기
65,미나리,30g
65,홍고추,2개
65,생강,1/2쪽
65,물,20컵
65,대파,2뿌리
65,마늘,5쪽
65,소금,1컵
65,고춧가루,1/2컵
65,무,1개
64,오이,10개
64,소금,약간
64,고춧가루,1컵
64,부추,1단
64,다진대파,1큰술
64,물,10컵
64,다진생강,1작은술
64,설탕,1큰술
64,진간장,3큰술
64,청주,1큰술
64,절임용 소금물,2컵
64,다진마늘,1큰술
63,열무,2단
63,열무,1단
63,소금,1/2컵
63,실파,50g
63,밀가루,2큰술
63,홍고추,13개
63,마늘,10쪽
63,생강,1쪽
63,물,18컵
63,청고추,3개
62,멸치젓,2컵
62,생강,3쪽
62,깨소금,1/2컵
62,소금,3컵
62,배추,10포기
62,소금,5컵
62,고춧가루,5컵
62,물,1컵
62,무,1개
62,갓,1/2단
62,미나리,1단
62,실파,1단
62,배,1개
62,대파,5뿌리
62,마늘,10쪽
62,설탕,1큰술
61,해파리,300g
61,게맛살,8개
61,오이,1개
61,토마토,2개
61,다진마늘,3큰술
61,참기름,1큰술
61,멸치육수,1/2컵
61,설탕,3큰술
61,간장,1/2큰술
61,소금,1큰술
61,식초,1/2컵
60,쌀,2와1/2컵
60,고춧가루,약간
60,청주,1작은술
60,소금,약간
60,식초,4큰술
60,설탕,3큰술
60,사골육수,20g
60,표고버섯,2장
60,멸치,10g
60,단무지,10g
60,간장,약간
60,물엿,약간
60,배추김치,20g
60,후춧가루,약간
60,깨소금,약간
60,참기름,약간
60,다시마,1장
59,유부,5장
59,우엉,1/3뿌리
59,소고기,30g
59,당근,1/4개
59,후춧가루,조금
59,간장,2큰술
59,청주,1큰술
59,설탕,1큰술
59,밥,1공기
58,통북어,2마리
58,콩나물,40g
58,두부,1/2모
58,계란,2개
58,대파,1뿌리
58,홍고추,1개
58,소금,약간
58,후춧가루,약간
58,참기름,약간
58,물,8컵
58,다진마늘,2작은술
57,간장,3큰술
57,고춧가루,1/2큰술
57,참기름,1/2큰술
57,깨소금,1/2큰술
57,흰콩,1과1/2컵
57,소금,약간
57,돼지고기,200g
57,배추,4장
57,다진대파,3큰술
57,다진마늘,2큰술
57,식용유,약간
57,물,1과1/2컵
56,배추김치,1/4포기
56,돼지고기,120g
56,가래떡,1컵
56,대파,1뿌리
56,생강즙,1/2작은술
56,참기름,1작은술
56,멸치육수,4컵
56,고춧가루,3큰술
56,다진마늘,1큰술
55,동태,1마리
55,무,300g
55,애호박,1/2개
55,두부,1/2모
55,청고추,3개
55,홍고추,3개
55,소금,약간
55,물,5컵
55,고추장,4큰술
55,고춧가루,1큰술
55,다진마늘,2큰술
55,다진생강,1작은술
55,대파,1뿌리
54,순두부,800g
54,돼지고기,100g
54,바지락,200g
54,배추김치,200g
54,양파,1/2개
54,대파,1/2뿌리
54,물,3컵
54,다진마늘,1큰술
54,계란,4개
54,소금,약간
54,후춧가루,약간
54,식용유,약간
54,고춧가루,2큰술
53,청국장,1컵
53,소고기,100g
53,무,1/6개
53,배추김치,1/4포기
53,물,4컵
53,대파,1/2뿌리
53,다진마늘,1큰술
53,김칫국물,약간
53,소금,약간
53,두부,1/2모
52,대파,1/2뿌리
52,소금,약간
52,파슬리,약간
52,고추장,1과1/2큰술
52,간장,1과1/2큰술
52,물엿,3큰술
52,청주,1큰술
52,다진마늘,1큰술
52,생강즙,1/2큰
52,깨소금,1큰술
52,참기름,1큰술
52,홍합,100g
52,청주,1큰술
51,돼지고기,600g
51,멸치액젓,2큰술
51,생강,1쪽
51,배추,1/2포기
51,무명실,약간
51,새우젓,2큰술
51,고춧가루,1/2큰술
51,다진대파,1큰술
51,다진마늘,1작은술
51,깨소금,약간
51,참기름,약간
51,무,200g
51,생굴,50g
51,미나리,15g
51,갓,20g
51,실파,5뿌리
51,고춧가루,3큰술
51,된장,2큰술
50,쇠고기,1.2kg
50,대파,2대
50,당근,1개
50,표고버섯,8장
50,밤,8개
50,계란,1개
50,홍고추,2개
50,은행,8알
50,잣,1큰술
50,간장,1컵
50,설탕,1/2컵
50,청주,4큰술
50,배,1/2개
50,다진대파,4큰술
50,다진마늘,2큰술
50,깨소금,약간
50,참기름,약간
50,후춧가루,약간
50,무,1/2개
49,계란,1개
49,당근,1/2개
49,통마늘,3톨
49,멸치육수,2컵
49,버터,2큰술
49,샐러리,2대
49,쇠고기,50g
49,양파,1/2개
49,밀가루,1/2컵
49,월계수잎,2장
49,돼지고기,400g
49,레드와인,3큰술
49,토마토케찹,5큰술
49,빵가루,3컵
49,식용유,3컵
49,소금,약간
49,후춧가루,약간
48,멸치육수,1/4컵
48,간장,1/4컵
48,마늘,3쪽
48,양파,1/2개
48,상추,약간
48,깻잎,약간
48,생강즙,1작은술
48,월계수잎,3장
48,갈비,1.2kg
48,배즙,4큰술
48,양파즙,2큰술
48,물엿,2큰술
48,설탕,2큰술
48,통깨,약간
48,참기름,약간
48,후춧가루,약간
48,청주,2큰술
48,대파,1/2뿌리
47,대구살,300g
47,후춧가루,조금씩
47,식용유,3컵
47,멸치육수,1컵
47,목이버섯,30g
47,양파,1/2개씩
47,당근,1/2개씩
47,피망,1개
47,파인애플,1쪽
47,식초,2큰술
47,설탕,3큰술
47,계란,1개
47,녹말가루,4큰술
47,청주,1큰술
47,토마토케찹,1큰술
47,마늘,1쪽
47,간장,1작은술
47,소금,조금씩
47,생강즙,1작은술
46,오징어,2마리
46,고추장,2큰술
46,다진대파,2큰술
46,다진마늘,1큰술
46,물엿,1큰술
46,깨소금,1작은술
46,참기름,1/2큰술
46,간장,1큰술
46,설탕,1큰술
46,고춧가루,1/2큰술
46,생강즙,1/2큰술
45,마늘,10통
45,물,15컵
45,간장,1/2컵
45,식초,5컵
45,소금,1/2컵
44,양배추,8장
44,후춧가루,약간
44,밤,8개
44,양파,1/2개
44,멸치육수,1컵
44,녹말가루,1작은술
44,물,1작은술
44,무명실,8개
44,소금,약간
44,간장,1큰술
44,깨소금,1큰술
44,청주,1큰술
44,다진대파,2큰술
44,다진마늘,1큰술
44,참기름,1/2큰술
44,파슬리가루,약간
44,쇠고기,300g
43,다진마늘,약간
43,다진대파,약간
43,콩나물,400g
43,쇠고기,100g
43,표고버섯,4장
43,양파,1/2개
43,당근,1/2개
43,미나리,1단
43,계란,2개
43,소금,약간
43,깨소금,약간
43,참기름,2큰술
43,식용유,2큰술
43,진간장,2큰술
43,설탕,2작은술
43,후춧가루,약간
42,칼국수면,300g
42,팥,3컵
42,설탕,약간
42,소금,약간
42,물,15컵
41,다시마,1장
41,두부,1모
41,표고버섯,5장
41,당근,1/4개
41,고추,2개
41,양념간장,2큰술
41,깨소금,1큰술
41,소금,1작은술
41,참기름,1작은술
41,후춧가루,약간
41,초고추장,2큰술
41,들깨가루,1큰술
40,닭,1마리
40,간장,5큰술
40,고추장,2큰술
40,고춧가루,1과1/2큰술
40,후춧가루,약간
40,마늘,3쪽
40,생강즙,1큰술
40,깨소금,약간
40,대파,1뿌리
39,갈치,1마리
39,무,1/4개
39,감자,1개
39,홍고추,1개
39,대파,1/2뿌리
39,물,약간
39,참기름,약간
39,고추장,1큰술
39,고춧가루,1큰술
39,마늘,2톨
39,생강,1/2개
39,설탕,2큰술
39,깨소금,약간
39,간장,4큰술
38,잔멸치,1컵
38,당근,1/2개
38,청고추,4개
38,청주,약간
38,깨소금,2큰술
38,간장,1큰술
38,설탕,약간
38,식용유,4큰술
37,간장,1큰술
37,소금,약간
37,두부,1모
37,포도씨유,5큰술
37,바질,20장
37,다진양파,1큰술
37,식초,3큰술
37,토마토,2개
36,우엉,400g
36,간장,4큰술
36,물,약간
36,깨소금,1큰술
36,소금,약간
36,물엿,2큰술
35,콩나물,600g
35,다진대파,1큰술
35,다진마늘,1과1/2작은술
35,후춧가루,약간
35,참기름,1큰술
35,실고추,약간
35,소금,약간
35,깨소금,2큰술
34,상추잎,10장
34,두부,1/2모
34,깨소금,1작은술
34,꿀,1작은술
34,파프리카,1/2개
34,레몬즙,1작은술
34,연겨자,약간
34,적양배추,5장
34,당근,1/4개
34,소금,약간
33,부추,1단
33,돼지고기,100g
33,표고버섯,4장
33,대파,1뿌리
33,식용유,약간
33,간장,1큰술
33,청주,1큰술
33,소금,약간
33,생강,1/2쪽
32,죽순,2개
32,표고버섯,8장
32,대파,1뿌리
32,식용유,2큰술
32,물,조금
32,후춧가루,약간
32,다진대파,1큰술
32,다진마늘,1/2큰술
32,참기름,1/2큰술
32,설탕,1/2큰술
32,소금,약간
32,간장,3큰술
31,물,10컵
31,팥,2컵
31,날콩가루,4큰술
31,밀가루,4컵
31,소금,약간
30,마늘,3톨
30,간장,1큰술
30,물엿,1큰술
30,토마토케찹,4큰술
30,설탕,1큰술
30,양파,1개
30,후춧가루,약간
30,식용유,4큰술
30,쇠고기,400g
30,양송이버섯,200g
30,피망,4개
30,소금,약간
29,쇠고기,600g
29,생강즙,1큰술
29,실파,1단
29,느타리버섯,300g
29,마늘,약간
29,후춧가루,약간
29,꼬치,8개
29,참기름,약간
29,깨소금,약간
29,설탕,1큰술
29,꿀,1큰술
29,다진대파,2큰술
29,다진마늘,3큰술
29,배즙,3큰술
29,간장,1큰술
28,도미,300g
28,감자,1개
28,방울토마토,50g
28,바질,10g
28,블랙올리브,40g
28,그린올리브,10g
28,스위트마조람,20g
28,올리브오일,50g
28,화이트와인,50g
28,계란,적량
28,오레가노,20g
28,케이퍼,15g
27,재첩,10컵
27,소금,약간
27,물,4컵
27,부추,20g
26,삶은문어살,80g
26,소스, 
26,꼴뚜기,80g
26,중새우,6개
26,쭈꾸미,4개
26,참소라살,60g
26,모시조개,10개
26,가리비,2개
26,홍합,10개
26,새우,2개
26,양파,60g
26,샐러리,40g
26,당근,40g
26,루콜라,40g
26,치커리,4잎
26,갑오징어,80g
25,오이,2개
25,파,1작은술
25,다진마늘,1작은술
25,간장,3큰술
25,식초,3큰술
25,설탕,1큰술
25,소금,약간
25,고춧가루,약간
25,물,10컵
25,대파,1대
25,홍고추,1개
25,물,4컵
25,깨소금,약간
24,연어,6조각
24,후춧가루,약간
24,레몬즙,40g
24,소금,약간
24,양파,1/2개
24,차이브 생잎,4개
24,올리브오일,60g
24,방울토마토,4개
24,페스토소스,만드는법 참조
24,모듬채소,약간
24,양송이버섯,4개
23,생태,1마리
23,미나리,50g
23,콩나물,50g
23,무,1/4개
23,후춧가루,약간
23,마늘,2쪽
23,쌀뜨물,10컵
23,소금,약간
23,홍고추,1개
22,불린미역,2컵
22,오이,1/2개
22,대파,1/2뿌리
22,다진마늘,1/2작은술
22,물,10컵
22,소금,약간
22,고춧가루,약간
22,간장,2큰술
22,깨소금,약간
21,미역,2컵
21,다진쇠고기,150g
21,마늘,1큰술
21,물,10컵
21,후춧가루,약간
21,국간장,2큰술
21,참기름,2큰술
21,식용유,약간
20,쇠고기,120g
20,무,400g
20,실파,20g
20,마늘,1작은술
20,물,5컵
20,소금,1큰술
20,참기름,약간
20,후춧가루,약간
20,국간장,1큰술
19,두부,1/2모
19,콩나물,50g
19,모시조개,200g
19,북어,30g
19,홍고추,1개
19,후춧가루,약간
19,밀가루,1큰술
19,계란,1개
19,마늘,1큰술
19,소금,약간
19,실파,3뿌리
18,파,1뿌리
18,다진마늘,1큰술
18,고추장,1큰술
18,참기름,1작은술
18,쇠고기,100g
18,소금,조금
18,후춧가루,조금
18,두부,1모
18,진간장,조금
17,다시마,2장
17,오이,1/2개
17,홍고추,1개
17,다진대파,1/2작은술
17,물,5컵
17,소금,약간
17,고춧가루,약간
17,깨소금,약간
17,다진마늘,1/4작은술
16,배추김치,1/2포기
16,참기름,1큰술
16,표고버섯,4장
16,두부,1/2모
16,만두피,40장
16,멸치육수,7컵
16,쇠고기,40g
16,다진대파,1큰술
16,다진마늘,1큰술
16,소금,약간
16,후춧가루,약간
16,깨소금,약간
16,간장,1큰술
16,설탕,1큰술
16,숙주,150g
15,소면,400g
15,돼지고기,100g
15,녹말,1큰술
15,계란,1개
15,오징어,1/2마리
15,새우,100g
15,소금,약간
15,표고버섯,2개
15,죽순,2개
15,파,약간
15,다진마늘,약간
15,멸치육수,8컵
15,청주,약간
15,홍합,100g
14,소면,200g
14,표고버섯,3장
14,오이,1/2개
14,계란,1개
14,깻잎,15장
14,쇠고기,100g
14,양념장,적당량
14,상추,6장
14,부추,1/3단
13,열무,1/2단
13,찹쌀가루,2큰술
13,냉면,500g
13,홍고추,1개
13,청고추,1개
13,대파,약간
13,물,1컵
13,다진생강,1/2작은술
13,고춧가루,4큰술
13,식초,4큰술
13,설탕,4큰술
13,겨자,약간
13,다진마늘,1작은술
12,설탕,1/4작은술
12,통후추,약간
12,소면,400g
12,쇠고기,100g
12,동치미무,1/4개
12,간장,1큰술
12,홍고추,1개
12,소금,약간
12,깨소금,약간
12,참기름,1/2큰술
12,동치미국물,8컵
12,계란,1개
11,냉면,400g
11,쇠고기,300g
11,동치미국물,1개
11,오이,1개
11,배,1개
11,동치미무,1개
11,식초,2큰술
11,설탕,1큰술
11,소금,약간
11,사골육수,4컵
11,계란,2개
10,밀가루,4컵
10,감자,2개
10,애호박,1/2개
10,멸치,10마리
10,실파,2뿌리
10,소금,약간
10,물,1컵
10,양념장,적당량
10,국간장,약간
10,참기름,약간
10,홍고추,1개
9,계란,3개
9,양파,1/4개
9,물,3컵
9,당근,1/3개
9,쌈장,3큰술
9,후춧가루,약간
9,다시마,1장
9,밥,2공기
9,청피망,1/2개
9,홍피망,1/2개
9,오이,1/3개
9,전분,약간
9,멸치,한 줌
9,소금,약간
8,쇠고기,200g
8,감자,2개
8,양파,1개
8,당근,1/2개
8,통후추,약간
8,카레,70g
8,우유,1/2컵
8,밥,4공기
8,소금,약간
8,완두콩,4큰술
7,쌀,1컵
7,흑임자,1/2컵
7,설탕,약간
7,소금,약간
7,물,6컵
6,물,10컵
6,설탕,약간
6,찹쌀,2컵
6,청동호박,1/2개
6,팥,1컵
6,소금,약간
5,찹쌀,3컵
5,흑설탕,1컵
5,계피가루,1/2큰술
5,깐밤,200g
5,대추,50g
5,물,4컵
5,물엿,적당량
5,카놀라유,3큰술
5,백설탕,1컵
5,간장,1/3컵
5,잣,1큰술
4,쌀,2컵
4,콩나물,300g
4,쇠고기,100g
4,파,1/2개
4,마늘,2쪽
4,통후추,약간
4,깨소금,1큰술
4,고춧가루,조금
4,진간장,4큰술
4,소금,약간
4,참기름,1큰술
3,당면,50g
3,통후추,약간
3,표고버섯,2장
3,호박,1/4개
3,당근,1/2개
3,부추,30g
3,청고추,약간
3,홍고추,약간
3,다진대파,2큰술
3,다진마늘,1큰술
3,진간장,4큰술
3,참기름,1큰술
3,소금,약간
3,밥,3공기
3,돼지고기,100g
2,멥쌀,1컵
2,찹쌀,2컵
2,수수,1컵
2,소금,약간
2,콩,1/2컵
2,팥,1/2컵
2,차조,1컵
1,쌀,4컵
1,양지머리,100g
1,콩나물,20g
1,청포묵,1/2모
1,미나리,20g
1,소금,약간
1,국간장,약간
1,다진대파,약간
1,다진마늘,약간
1,참기름,약간
1,고추장,1/2큰술
1,설탕,약간
1,숙주나물,20g
1,도라지,20g
1,고사리,20g
1,계란,1개
1,안심,200g
383,물,2큰술
